"No.","Info","Time","Source","Destination","Protocol","Length"
"106917","Destination Unreachable (Beyond scope of source address)","33.685455","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"111280","Standard query 0xcb3b A client.wns.windows.com","34.936441","10.10.10.182","9.9.9.9","DNS","82"
"111285","Standard query response 0xcb3b A client.wns.windows.com CNAME wns.notify.trafficmanager.net A 20.10.31.115","34.946946","9.9.9.9","10.10.10.182","DNS","141"
"115015","Standard query 0x3a68 A geo.prod.do.dsp.mp.microsoft.com","35.997281","10.10.10.182","9.9.9.9","DNS","92"
"115021","Standard query response 0x3a68 A geo.prod.do.dsp.mp.microsoft.com CNAME geo.prod.do.dsp.trafficmanager.net CNAME array605.prod.do.dsp.mp.microsoft.com A 51.104.164.114","36.007808","9.9.9.9","10.10.10.182","DNS","179"
"117563","Standard query 0x51ec A kv601.prod.do.dsp.mp.microsoft.com","36.713823","10.10.10.182","9.9.9.9","DNS","94"
"117589","Standard query response 0x51ec A kv601.prod.do.dsp.mp.microsoft.com CNAME kv601.prod.do.dsp.mp.microsoft.com.edgekey.net CNAME e12358.d.akamaiedge.net A 96.6.108.34","36.724804","9.9.9.9","10.10.10.182","DNS","204"
"120970","Standard query 0xc1a8 A mobile.events.data.microsoft.com","37.579729","10.10.10.129","9.9.9.9","DNS","92"
"121015","Standard query response 0xc1a8 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdgwc01.germanywestcentral.cloudapp.azure.com A 51.116.253.168","37.591457","9.9.9.9","10.10.10.129","DNS","224"
"121105","Standard query 0xb5ba A p13n.adobe.io","37.715854","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"121106","Destination Unreachable (Beyond scope of source address)","37.715854","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"126398","Standard query 0x2ffe A dns.google","39.195326","10.10.10.45","9.9.9.9","DNS","70"
"126399","Standard query 0x724e HTTPS dns.google","39.195326","10.10.10.45","9.9.9.9","DNS","70"
"126445","Standard query response 0x2ffe A dns.google A 8.8.8.8 A 8.8.4.4","39.207261","9.9.9.9","10.10.10.45","DNS","102"
"126449","Standard query response 0x724e HTTPS dns.google SOA ns1.zdns.google","39.207261","9.9.9.9","10.10.10.45","DNS","146"
"128073","Standard query 0x14c0 PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa","39.636682","10.10.10.82","9.9.9.9","DNS","99"
"128074","Standard query 0xd40e A dns.quad9.net","39.636682","10.10.10.82","9.9.9.9","DNS","73"
"128075","Standard query 0x9e2a SVCB _dns.resolver.arpa","39.636682","10.10.10.82","9.9.9.9","DNS","78"
"128096","Standard query response 0x14c0 No such name PTR lb._dns-sd._udp.0.10.10.10.in-addr.arpa SOA localhost","39.650397","9.9.9.9","10.10.10.82","DNS","158"
"128097","Standard query response 0xd40e A dns.quad9.net A 149.112.112.112 A 9.9.9.9","39.650397","9.9.9.9","10.10.10.82","DNS","105"
"128098","Standard query response 0x9e2a SVCB _dns.resolver.arpa SVCB SVCB A 9.9.9.9 A 149.112.112.112 AAAA 2620:fe::fe","39.650397","9.9.9.9","10.10.10.82","DNS","320"
"130218","Standard query 0x454c HTTPS mask.icloud.com","40.275418","10.10.10.82","9.9.9.9","DNS","75"
"130219","Standard query 0xb347 A mask.icloud.com","40.275418","10.10.10.82","9.9.9.9","DNS","75"
"130361","Standard query response 0x454c HTTPS mask.icloud.com CNAME mask.apple-dns.net SOA ns-1096.awsdns-09.org","40.289710","9.9.9.9","10.10.10.82","DNS","189"
"130365","Standard query response 0xb347 A mask.icloud.com CNAME mask.apple-dns.net A 104.30.128.115 A 104.30.128.94 A 104.30.128.114 A 104.30.128.113 A 104.30.128.95 A 104.30.128.121 A 104.30.128.116 A 104.30.128.112","40.289710","9.9.9.9","10.10.10.82","DNS","235"
"130504","Standard query 0x01f0 HTTPS mask.apple-dns.net","40.307600","10.10.10.82","9.9.9.9","DNS","78"
"130557","Standard query response 0x01f0 HTTPS mask.apple-dns.net SOA ns-1096.awsdns-09.org","40.320183","9.9.9.9","10.10.10.82","DNS","163"
"130588","Standard query 0x8f9b HTTPS doh.dns.apple.com","40.356158","10.10.10.82","9.9.9.9","DNS","77"
"130589","Standard query 0xc02e A doh.dns.apple.com","40.356158","10.10.10.82","9.9.9.9","DNS","77"
"130608","Standard query response 0x8f9b HTTPS doh.dns.apple.com CNAME doh.dns.apple.com.v.aaplimg.com SOA a.gslb.aaplimg.com","40.368055","9.9.9.9","10.10.10.82","DNS","173"
"130609","Standard query response 0xc02e A doh.dns.apple.com CNAME doh.dns.apple.com.v.aaplimg.com A 17.253.126.219 A 17.253.126.223 A 17.253.126.93 A 17.253.126.89 A 64.78.201.1 A 64.78.200.1","40.368055","9.9.9.9","10.10.10.82","DNS","215"
"130613","Standard query 0xafc0 HTTPS doh.dns.apple.com.v.aaplimg.com","40.371358","10.10.10.82","9.9.9.9","DNS","91"
"130620","Standard query response 0xafc0 HTTPS doh.dns.apple.com.v.aaplimg.com SOA a.gslb.aaplimg.com","40.382801","9.9.9.9","10.10.10.82","DNS","151"
"133250","Standard query 0x643f A mobile.events.data.microsoft.com","41.109918","10.10.10.45","9.9.9.9","DNS","92"
"133251","Standard query response 0x643f A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdgwc01.germanywestcentral.cloudapp.azure.com A 51.116.253.168","41.121382","9.9.9.9","10.10.10.45","DNS","224"
"135382","Standard query 0x9bdd A dns.google","41.671696","10.10.10.37","9.9.9.9","DNS","70"
"135383","Standard query 0xede4 HTTPS dns.google","41.671696","10.10.10.37","9.9.9.9","DNS","70"
"135459","Standard query response 0xede4 HTTPS dns.google SOA ns1.zdns.google","41.683891","9.9.9.9","10.10.10.37","DNS","146"
"135461","Standard query response 0x9bdd A dns.google A 8.8.8.8 A 8.8.4.4","41.683891","9.9.9.9","10.10.10.37","DNS","102"
"152440","Standard query 0xb5ba A p13n.adobe.io","46.783942","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"152443","Destination Unreachable (Beyond scope of source address)","46.783942","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"156445","Standard query 0x9d3b AAAA self.adblockultimate.net","48.090205","10.10.10.129","9.9.9.9","DNS","84"
"156448","Standard query response 0x9d3b AAAA self.adblockultimate.net SOA ns-65.awsdns-08.com","48.102550","9.9.9.9","10.10.10.129","DNS","164"
"167454","Standard query 0x62f6 A mobile.events.data.microsoft.com","51.662071","10.10.10.129","9.9.9.9","DNS","92"
"167455","Standard query 0x62f6 A mobile.events.data.microsoft.com","51.662071","10.10.10.129","8.8.8.8","DNS","92"
"167461","Standard query response 0x62f6 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus11.westus.cloudapp.azure.com A 20.189.173.12","51.673498","9.9.9.9","10.10.10.129","DNS","212"
"167463","Standard query response 0x62f6 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdcus16.centralus.cloudapp.azure.com A 52.182.143.213","51.677370","8.8.8.8","10.10.10.129","DNS","215"
"182834","Standard query 0xf5ce A filters.adavoid.org","57.128446","10.10.10.129","9.9.9.9","DNS","79"
"183041","Standard query 0xf5ce A filters.adavoid.org","57.158730","10.10.10.129","8.8.8.8","DNS","79"
"183208","Standard query response 0xf5ce A filters.adavoid.org A 172.67.191.214 A 104.21.20.64","57.198355","9.9.9.9","10.10.10.129","DNS","111"
"183211","Standard query 0x4f26 A filters.adavoid.org","57.201957","10.10.10.129","9.9.9.9","DNS","79"
"183214","Standard query response 0xf5ce A filters.adavoid.org A 172.67.191.214 A 104.21.20.64","57.201957","8.8.8.8","10.10.10.129","DNS","111"
"183220","Standard query response 0x4f26 A filters.adavoid.org A 172.67.191.214 A 104.21.20.64","57.213700","9.9.9.9","10.10.10.129","DNS","111"
"183221","Standard query 0x9b9f AAAA filters.adavoid.org","57.215209","10.10.10.129","9.9.9.9","DNS","79"
"183240","Standard query response 0x9b9f AAAA filters.adavoid.org AAAA 2606:4700:3036::6815:1440 AAAA 2606:4700:3035::ac43:bfd6","57.237360","9.9.9.9","10.10.10.129","DNS","135"
"188040","Standard query 0x66b6 A chrome.cloudflare-dns.com","58.790312","10.10.10.2","9.9.9.9","DNS","85"
"188041","Standard query 0xedd3 HTTPS chrome.cloudflare-dns.com","58.790312","10.10.10.2","9.9.9.9","DNS","85"
"188113","Standard query response 0x66b6 A chrome.cloudflare-dns.com A 162.159.61.3 A 172.64.41.3","58.803635","9.9.9.9","10.10.10.2","DNS","117"
"188114","Standard query response 0xedd3 HTTPS chrome.cloudflare-dns.com HTTPS","58.803635","9.9.9.9","10.10.10.2","DNS","158"
"194760","Standard query 0xb5ba A p13n.adobe.io","60.890662","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"194761","Destination Unreachable (Beyond scope of source address)","60.890662","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"199240","Standard query 0x0002 AAAA captive.apple.com","62.343687","10.10.10.251","9.9.9.9","DNS","77"
"199244","Standard query response 0x0002 AAAA captive.apple.com CNAME captive-cidr.origin-apple.com.akadns.net CNAME captive-cdn.origin-apple.com.akadns.net CNAME captive.g.aaplimg.com AAAA 2620:149:a32:f100::210 AAAA 2620:149:a32:f000::205","62.356038","9.9.9.9","10.10.10.251","DNS","245"
"199245","Standard query 0x0003 A captive.apple.com","62.356038","10.10.10.251","9.9.9.9","DNS","77"
"199248","Standard query response 0x0003 A captive.apple.com CNAME captive-cidr.origin-apple.com.akadns.net CNAME captive-cdn.origin-apple.com.akadns.net CNAME captive.g.aaplimg.com A 17.253.127.212 A 17.253.127.208","62.367806","9.9.9.9","10.10.10.251","DNS","221"
"205212","Standard query 0x8677 A datarouter.ol.epicgames.com","64.384654","10.10.10.118","9.9.9.9","DNS","87"
"205450","Standard query 0x8677 A datarouter.ol.epicgames.com","64.420165","10.10.10.118","8.8.8.8","DNS","87"
"205455","Standard query response 0x8677 A datarouter.ol.epicgames.com CNAME datarouter-weighted.ol.epicgames.com CNAME datarouter.cfef.live.use1a.on.epicgames.com A 44.210.177.162 A 18.210.187.8 A 3.209.208.97 A 35.170.7.157 A 3.81.176.113 A 107.21.22.231 A 44.221.38.2 A 35.174.30.199","64.459592","8.8.8.8","10.10.10.118","DNS","293"
"217579","Standard query 0x0703 A chrome.cloudflare-dns.com","68.741671","10.10.10.182","9.9.9.9","DNS","85"
"217580","Standard query 0xc3f8 HTTPS chrome.cloudflare-dns.com","68.741671","10.10.10.182","9.9.9.9","DNS","85"
"217633","Standard query response 0x0703 A chrome.cloudflare-dns.com A 162.159.61.3 A 172.64.41.3","68.752954","9.9.9.9","10.10.10.182","DNS","117"
"217634","Standard query response 0xc3f8 HTTPS chrome.cloudflare-dns.com HTTPS","68.757988","9.9.9.9","10.10.10.182","DNS","158"
"223990","Standard query 0x3786 A dns.google","70.599748","10.10.10.45","9.9.9.9","DNS","70"
"223991","Standard query 0x6a66 HTTPS dns.google","70.599748","10.10.10.45","9.9.9.9","DNS","70"
"224152","Standard query response 0x6a66 HTTPS dns.google SOA ns1.zdns.google","70.616141","9.9.9.9","10.10.10.45","DNS","146"
"224153","Standard query response 0x3786 A dns.google A 8.8.4.4 A 8.8.8.8","70.616141","9.9.9.9","10.10.10.45","DNS","102"
"226484","Standard query 0xbf31 A datarouter.ol.epicgames.com","71.363191","10.10.10.129","9.9.9.9","DNS","87"
"226515","Standard query response 0xbf31 A datarouter.ol.epicgames.com CNAME datarouter-weighted.ol.epicgames.com CNAME datarouter.cfef.live.use1a.on.epicgames.com A 54.83.77.33 A 52.206.192.203 A 54.145.36.135 A 54.86.84.171 A 3.209.228.215 A 107.22.192.1 A 34.225.255.152 A 54.236.229.50","71.374155","9.9.9.9","10.10.10.129","DNS","293"
"237152","Standard query 0xf9b0 A chrome.cloudflare-dns.com","74.814418","10.10.10.118","8.8.8.8","DNS","85"
"237153","Standard query 0x479a HTTPS chrome.cloudflare-dns.com","74.814418","10.10.10.118","8.8.8.8","DNS","85"
"237279","Standard query response 0xf9b0 A chrome.cloudflare-dns.com A 172.64.41.3 A 162.159.61.3","74.851038","8.8.8.8","10.10.10.118","DNS","117"
"237280","Standard query response 0x479a HTTPS chrome.cloudflare-dns.com HTTPS","74.854009","8.8.8.8","10.10.10.118","DNS","158"
"241076","Standard query 0x9bb2 A mobile.events.data.microsoft.com","76.064940","10.10.10.37","8.8.8.8","DNS","92"
"241109","Standard query response 0x9bb2 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprduks00.uksouth.cloudapp.azure.com A 51.105.71.136","76.076965","8.8.8.8","10.10.10.37","DNS","213"
"244751","Standard query 0xaabd A connectivitycheck.gstatic.com","77.364320","10.10.10.50","9.9.9.9","DNS","89"
"244759","Standard query 0x8367 A www.google.com","77.367851","10.10.10.50","9.9.9.9","DNS","74"
"244815","Standard query response 0xaabd A connectivitycheck.gstatic.com A 192.178.52.227","77.376842","9.9.9.9","10.10.10.50","DNS","105"
"244835","Standard query response 0x8367 A www.google.com A 172.217.4.164","77.380443","9.9.9.9","10.10.10.50","DNS","90"
"245192","Standard query 0x5a64 A v10.events.data.microsoft.com","77.435747","10.10.10.9","9.9.9.9","DNS","89"
"245261","Standard query response 0x5a64 A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdweu14.westeurope.cloudapp.azure.com A 52.178.17.235","77.447925","9.9.9.9","10.10.10.9","DNS","230"
"245291","Standard query 0x2010 AAAA hCQz\\000v-dnsotls-ds.metric.gstatic.com","77.469425","10.10.10.50","8.8.8.8","DNS","96"
"245297","Standard query 0xa7c5 A dns.google","77.488554","10.10.10.166","9.9.9.9","DNS","70"
"245298","Standard query 0x5530 HTTPS dns.google","77.488554","10.10.10.166","9.9.9.9","DNS","70"
"245351","Standard query response 0xa7c5 A dns.google A 8.8.4.4 A 8.8.8.8","77.501948","9.9.9.9","10.10.10.166","DNS","102"
"245352","Standard query response 0x5530 HTTPS dns.google SOA ns1.zdns.google","77.501948","9.9.9.9","10.10.10.166","DNS","146"
"245470","Standard query response 0x2010 AAAA hCQz\\000v-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4012:81e::2003","77.515172","8.8.8.8","10.10.10.50","DNS","124"
"245698","Standard query 0xce50 A settings-win.data.microsoft.com","77.583246","10.10.10.9","9.9.9.9","DNS","91"
"245709","Standard query response 0xce50 A settings-win.data.microsoft.com CNAME atm-settingsfe-prod-geo2.trafficmanager.net CNAME settings-prod-scus-1.southcentralus.cloudapp.azure.com A 52.185.211.133","77.594238","9.9.9.9","10.10.10.9","DNS","229"
"245727","Standard query 0xfe50 AAAA 9zCZo8-dnsotls-ds.metric.gstatic.com","77.601608","10.10.10.50","1.1.1.1","DNS","96"
"245939","Standard query 0x2152 AAAA pbp7NQ-dnsotls-ds.metric.gstatic.com","77.629034","10.10.10.50","9.9.9.9","DNS","96"
"245974","Standard query response 0xfe50 AAAA 9zCZo8-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4007:809::2003","77.693562","1.1.1.1","10.10.10.50","DNS","124"
"245983","Standard query response 0x2152 AAAA pbp7NQ-dnsotls-ds.metric.gstatic.com AAAA 2607:f8b0:4012:81f::2003","77.707779","9.9.9.9","10.10.10.50","DNS","124"
"251592","Standard query 0x27bf A epdg.epc.mnc020.mcc334.pub.3gppnetwork.org","79.290756","10.10.10.50","8.8.8.8","DNS","102"
"251607","Standard query response 0x27bf No such name A epdg.epc.mnc020.mcc334.pub.3gppnetwork.org SOA dns01.amigokit.com","79.301735","8.8.8.8","10.10.10.50","DNS","161"
"275716","Standard query 0x9132 A p13n.adobe.io","85.090569","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"275717","Destination Unreachable (Beyond scope of source address)","85.090569","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"281962","Standard query 0x111b A dns.google","86.819234","10.10.10.37","8.8.8.8","DNS","70"
"281966","Standard query response 0x111b A dns.google A 8.8.4.4 A 8.8.8.8","86.831121","8.8.8.8","10.10.10.37","DNS","102"
"285958","Standard query 0xb213 A encrypted-tbn0.gstatic.com","87.842940","10.10.10.129","9.9.9.9","DNS","86"
"285959","Standard query 0xcae3 A encrypted-tbn2.gstatic.com","87.842940","10.10.10.129","9.9.9.9","DNS","86"
"285962","Standard query 0xdbd5 A www.google.com","87.842940","10.10.10.129","9.9.9.9","DNS","74"
"285963","Standard query 0x3528 A fonts.gstatic.com","87.842940","10.10.10.129","9.9.9.9","DNS","77"
"285966","Standard query 0xe250 A www.gstatic.com","87.844040","10.10.10.129","9.9.9.9","DNS","75"
"285970","Standard query response 0xb213 A encrypted-tbn0.gstatic.com A 192.178.52.206","87.854810","9.9.9.9","10.10.10.129","DNS","102"
"285971","Standard query response 0xcae3 A encrypted-tbn2.gstatic.com A 192.178.52.142","87.854810","9.9.9.9","10.10.10.129","DNS","102"
"285972","Standard query response 0x3528 A fonts.gstatic.com A 172.217.4.163","87.854810","9.9.9.9","10.10.10.129","DNS","93"
"285973","Standard query response 0xdbd5 A www.google.com A 172.217.4.164","87.854810","9.9.9.9","10.10.10.129","DNS","90"
"285975","Standard query response 0xe250 A www.gstatic.com A 192.178.52.131","87.856137","9.9.9.9","10.10.10.129","DNS","91"
"285976","Standard query 0xf453 A encrypted-tbn2.gstatic.com","87.856137","10.10.10.129","9.9.9.9","DNS","86"
"285977","Standard query 0xf3e4 A encrypted-tbn0.gstatic.com","87.856137","10.10.10.129","9.9.9.9","DNS","86"
"285979","Standard query 0xd661 AAAA www.google.com","87.857357","10.10.10.129","9.9.9.9","DNS","74"
"285986","Standard query response 0xf453 A encrypted-tbn2.gstatic.com A 192.178.52.142","87.866516","9.9.9.9","10.10.10.129","DNS","102"
"285987","Standard query response 0xf3e4 A encrypted-tbn0.gstatic.com A 192.178.52.206","87.866516","9.9.9.9","10.10.10.129","DNS","102"
"285989","Standard query response 0xd661 AAAA www.google.com AAAA 2607:f8b0:4012:81f::2004","87.867799","9.9.9.9","10.10.10.129","DNS","102"
"285990","Standard query 0x1e3f AAAA encrypted-tbn2.gstatic.com","87.868863","10.10.10.129","9.9.9.9","DNS","86"
"285991","Standard query 0xea77 AAAA encrypted-tbn0.gstatic.com","87.868863","10.10.10.129","9.9.9.9","DNS","86"
"286009","Standard query response 0xea77 AAAA encrypted-tbn0.gstatic.com AAAA 2607:f8b0:4012:827::200e","87.879512","9.9.9.9","10.10.10.129","DNS","114"
"286010","Standard query response 0x1e3f AAAA encrypted-tbn2.gstatic.com AAAA 2607:f8b0:4012:821::200e","87.879512","9.9.9.9","10.10.10.129","DNS","114"
"286030","Standard query 0x29a9 A assets.msn.com","87.907392","10.10.10.10","9.9.9.9","DNS","74"
"286077","Standard query 0x8d15 A spclient.wg.spotify.com","87.912890","10.10.10.10","9.9.9.9","DNS","83"
"286154","Standard query response 0x29a9 A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.222.241.187 A 23.222.241.168","87.922792","9.9.9.9","10.10.10.10","DNS","180"
"286300","Standard query 0x29a9 A assets.msn.com","87.937994","10.10.10.10","8.8.8.8","DNS","74"
"286396","Standard query 0x8d15 A spclient.wg.spotify.com","87.946814","10.10.10.10","8.8.8.8","DNS","83"
"286479","Standard query response 0x8d15 A spclient.wg.spotify.com CNAME edge-web.dual-gslb.spotify.com A 35.186.224.25","87.962265","8.8.8.8","10.10.10.10","DNS","132"
"286495","Standard query response 0x29a9 A assets.msn.com CNAME assets.msn.com.edgekey.net CNAME e28578.d.akamaiedge.net A 23.223.240.80 A 23.223.240.83 A 23.223.240.86 A 23.223.240.84 A 23.223.240.85 A 23.223.240.82 A 23.223.240.79 A 23.223.240.81 A 23.223.240.87","87.980282","8.8.8.8","10.10.10.10","DNS","292"
"287028","Standard query 0xf774 A otbs.azurewebsites.net","88.153161","10.10.10.10","9.9.9.9","DNS","82"
"287203","Standard query 0xf774 A otbs.azurewebsites.net","88.192872","10.10.10.10","8.8.8.8","DNS","82"
"287205","Standard query response 0xf774 A otbs.azurewebsites.net CNAME waws-prod-sn1-001.sip.azurewebsites.windows.net CNAME waws-prod-sn1-001.southcentralus.cloudapp.azure.com A 104.215.78.13","88.200643","9.9.9.9","10.10.10.10","DNS","221"
"287206","Standard query response 0xf774 A otbs.azurewebsites.net CNAME waws-prod-sn1-001.sip.azurewebsites.windows.net CNAME waws-prod-sn1-001.southcentralus.cloudapp.azure.com A 104.215.78.13","88.206923","8.8.8.8","10.10.10.10","DNS","221"
"287400","Standard query 0xf623 A dc.services.visualstudio.com","88.264861","10.10.10.10","9.9.9.9","DNS","88"
"287655","Standard query 0xf623 A dc.services.visualstudio.com","88.300996","10.10.10.10","8.8.8.8","DNS","88"
"287778","Standard query response 0xf623 A dc.services.visualstudio.com CNAME dc.applicationinsights.microsoft.com CNAME dc.applicationinsights.azure.com CNAME global.in.ai.monitor.azure.com CNAME global.in.ai.privatelink.monitor.azure.com CNAME dc.trafficmanager.net CNAME eastus-global.in.ai.monitor.azure.com CNAME gig-ai-prod-eastus-global.trafficmanager.net CNAME gig-ai-g-prod-eastus-0-app-v4-tag.eastus.cloudapp.azure.com A 52.179.73.52","88.356241","8.8.8.8","10.10.10.10","DNS","435"
"287787","Standard query 0x05e9 A config.teams.microsoft.com","88.363538","10.10.10.10","9.9.9.9","DNS","86"
"287815","Standard query response 0x05e9 A config.teams.microsoft.com CNAME config.teams.trafficmanager.net CNAME s-0005-teams.config.skype.com CNAME config-teams.s-0005.s-msedge.net CNAME s-0005.s-msedge.net A 52.113.194.132","88.375323","9.9.9.9","10.10.10.10","DNS","244"
"287959","Standard query response 0xf623 A dc.services.visualstudio.com CNAME dc.applicationinsights.microsoft.com CNAME dc.applicationinsights.azure.com CNAME global.in.ai.monitor.azure.com CNAME global.in.ai.privatelink.monitor.azure.com CNAME dc.trafficmanager.net CNAME eastus-global.in.ai.monitor.azure.com CNAME gig-ai-prod-eastus-global.trafficmanager.net CNAME gig-ai-g-prod-eastus-9-app-v4-tag.eastus.cloudapp.azure.com A 52.179.73.38","88.448127","9.9.9.9","10.10.10.10","DNS","435"
"288921","Standard query 0x7b7b AAAA self.adblockultimate.net","88.677637","10.10.10.129","9.9.9.9","DNS","84"
"288923","Standard query response 0x7b7b AAAA self.adblockultimate.net SOA ns-65.awsdns-08.com","88.688637","9.9.9.9","10.10.10.129","DNS","164"
"289513","Standard query 0x971e A www.gstatic.com","88.823576","10.10.10.129","9.9.9.9","DNS","75"
"289514","Standard query 0x40f6 A fonts.gstatic.com","88.823576","10.10.10.129","9.9.9.9","DNS","77"
"289593","Standard query response 0x971e A www.gstatic.com A 192.178.52.131","88.834631","9.9.9.9","10.10.10.129","DNS","91"
"289595","Standard query response 0x40f6 A fonts.gstatic.com A 172.217.4.163","88.834631","9.9.9.9","10.10.10.129","DNS","93"
"289629","Standard query 0xd09a AAAA www.gstatic.com","88.840699","10.10.10.129","9.9.9.9","DNS","75"
"289630","Standard query 0xbd3b AAAA fonts.gstatic.com","88.840699","10.10.10.129","9.9.9.9","DNS","77"
"289732","Standard query response 0xd09a AAAA www.gstatic.com AAAA 2607:f8b0:4012:81f::2003","88.851575","9.9.9.9","10.10.10.129","DNS","103"
"289733","Standard query response 0xbd3b AAAA fonts.gstatic.com AAAA 2607:f8b0:4012:828::2003","88.851575","9.9.9.9","10.10.10.129","DNS","105"
"289886","Standard query 0x6e1e A dns.google","88.877166","10.10.10.118","9.9.9.9","DNS","70"
"289887","Standard query 0xea86 HTTPS dns.google","88.877166","10.10.10.118","9.9.9.9","DNS","70"
"289951","Standard query response 0xea86 HTTPS dns.google SOA ns1.zdns.google","88.889402","9.9.9.9","10.10.10.118","DNS","146"
"289952","Standard query response 0x6e1e A dns.google A 8.8.4.4 A 8.8.8.8","88.889402","9.9.9.9","10.10.10.118","DNS","102"
"290728","Standard query 0x2b7a A tm-sdk.platinumai.net","89.047391","10.10.10.10","9.9.9.9","DNS","81"
"290810","Standard query response 0x2b7a A tm-sdk.platinumai.net CNAME pla-prod-tm-ingest-01.trafficmanager.net CNAME pla-prod-scu-app-ingest-01.azurewebsites.net CNAME waws-prod-sn1-065.sip.azurewebsites.windows.net CNAME waws-prod-sn1-065.southcentralus.cloudapp.azure.com A 13.65.85.146","89.058525","9.9.9.9","10.10.10.10","DNS","326"
"291023","Standard query 0x6c58 A v20.events.data.microsoft.com","89.127426","10.10.10.9","9.9.9.9","DNS","89"
"291090","Standard query response 0x6c58 A v20.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdeus04.eastus.cloudapp.azure.com A 52.168.112.67","89.138956","9.9.9.9","10.10.10.9","DNS","226"
"295829","Standard query 0x9132 A p13n.adobe.io","90.157495","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"295831","Destination Unreachable (Beyond scope of source address)","90.157495","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"296201","Standard query 0x3b7a A mobile.events.data.microsoft.com","90.313876","10.10.10.10","9.9.9.9","DNS","92"
"296235","Standard query response 0x3b7a A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdaus03.australiasoutheast.cloudapp.azure.com A 104.46.162.227","90.326612","9.9.9.9","10.10.10.10","DNS","224"
"296998","Standard query 0x7886 A dns.google","90.437600","10.10.10.129","9.9.9.9","DNS","70"
"296999","Standard query 0x1f3d HTTPS dns.google","90.439628","10.10.10.129","9.9.9.9","DNS","70"
"297015","Standard query response 0x7886 A dns.google A 8.8.4.4 A 8.8.8.8","90.450147","9.9.9.9","10.10.10.129","DNS","102"
"297016","Standard query response 0x1f3d HTTPS dns.google SOA ns1.zdns.google","90.450147","9.9.9.9","10.10.10.129","DNS","146"
"297048","Standard query 0x0471 A mc100mcprodstorage.table.core.windows.net","90.499037","10.10.10.37","8.8.8.8","DNS","101"
"297060","Standard query response 0x0471 A mc100mcprodstorage.table.core.windows.net CNAME table.dub14prdstr02a.store.core.windows.net A 20.209.160.67","90.511352","8.8.8.8","10.10.10.37","DNS","158"
"302887","Standard query 0x0038 A mobile.events.data.microsoft.com","92.125910","10.10.10.129","9.9.9.9","DNS","92"
"302892","Standard query response 0x0038 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdaus03.australiasoutheast.cloudapp.azure.com A 104.46.162.227","92.137919","9.9.9.9","10.10.10.129","DNS","224"
"319036","Standard query 0x9132 A p13n.adobe.io","96.194622","fe80::4d93:5845:e542:e5f8","fec0:0:0:ffff::1","DNS","93"
"319037","Destination Unreachable (Beyond scope of source address)","96.194622","fe80::c2ea:e4ff:fe1b:3a38","fe80::4d93:5845:e542:e5f8","ICMPv6","134"
"324050","Standard query 0xcf5c A pla-prod-scu-apim-01.azure-api.net","98.855571","10.10.10.10","9.9.9.9","DNS","94"
"324097","Standard query 0xcf5c A pla-prod-scu-apim-01.azure-api.net","98.890050","10.10.10.10","8.8.8.8","DNS","94"
